date,open,high,low,close,volume
2023-12-26,973.85,977.0,953.95,963.65,159490
2023-12-27,968.45,972.95,949.35,956.65,311242
2023-12-28,960.2,970.0,930.0,962.75,523171
2023-12-29,967.95,972.0,954.05,959.15,385084
2024-01-01,965.4,967.0,947.2,951.35,138433
2024-01-02,951.3,957.0,941.85,944.55,147467
2024-01-03,943.0,965.0,938.45,959.0,168149
2024-01-04,959.0,1000.0,959.0,990.25,343491
2024-01-05,1000.0,1022.8,996.0,1001.85,299322
2024-01-08,1012.0,1018.3,989.0,1000.05,182263
2024-01-09,1008.0,1008.0,985.0,991.3,119699
2024-01-10,991.15,1004.95,978.25,995.15,347664
2024-01-11,996.75,1074.45,993.45,1045.7,629954
2024-01-12,1049.95,1057.2,1016.0,1020.3,228079
2024-01-15,1029.9,1031.85,993.35,1000.0,310542
2024-01-16,998.8,1022.75,991.7,1000.85,341225
2024-01-17,1009.0,1049.35,1000.0,1029.9,578347
2024-01-18,1026.05,1068.0,1010.0,1061.25,355753
2024-01-19,1065.0,1098.0,1060.55,1093.65,490308
2024-01-20,1105.2,1114.85,1071.6,1088.55,154290
2024-01-23,1100.0,1144.8,1100.0,1130.5,520242
2024-01-24,1137.85,1165.7,1112.25,1124.25,461145
2024-01-25,1134.2,1137.8,1103.0,1107.5,361232
2024-01-29,1126.65,1140.0,1081.1,1134.8,294268
2024-01-30,1138.0,1138.0,1110.0,1115.8,226611
2024-01-31,1125.9,1174.8,1115.8,1148.3,387936
2024-02-01,1152.25,1200.4,1144.15,1198.4,327897
2024-02-02,1210.0,1305.1,1204.2,1249.0,896030
2024-02-05,1257.0,1260.25,1198.15,1214.1,568577
2024-02-06,1218.0,1272.0,1215.0,1234.9,693169
2024-02-07,1248.25,1258.55,1225.1,1235.6,579183
2024-02-08,1254.55,1266.3,1242.0,1258.85,234618
2024-02-09,1284.05,1308.85,1257.3,1269.5,789550
2024-02-12,1272.65,1448.45,1270.1,1346.5,3103496
2024-02-13,1346.5,1358.8,1322.5,1349.7,544219
2024-02-14,1339.95,1348.7,1290.0,1321.9,378401
2024-02-15,1334.9,1407.3,1325.35,1390.0,530476
2024-02-16,1412.0,1513.9,1405.05,1435.65,864142
2024-02-19,1471.45,1510.0,1378.4,1395.5,511691
2024-02-20,1397.85,1440.55,1370.0,1400.45,449843
2024-02-21,1407.4,1480.0,1374.8,1432.25,678598
2024-02-22,1450.1,1500.0,1413.4,1486.25,438755
2024-02-23,1493.7,1509.9,1351.0,1487.05,413092
2024-02-26,1491.0,1491.0,1412.0,1434.95,269192
2024-02-27,1453.5,1495.0,1421.1,1442.6,335266
2024-02-28,1448.15,1459.95,1422.0,1442.2,319058
2024-02-29,1437.15,1440.0,1340.1,1364.2,782388
2024-03-01,1364.95,1448.8,1292.0,1298.65,1148198
2024-03-02,1276.35,1347.95,1275.05,1320.85,113397
2024-03-04,1327.5,1340.95,1232.95,1260.55,1231430
2024-03-05,1260.45,1282.05,1232.6,1246.75,671742
2024-03-06,1240.0,1281.7,1185.3,1254.5,766112
2024-03-07,1260.35,1278.95,1227.0,1254.95,411701
2024-03-11,1266.25,1295.0,1229.9,1238.55,378685
2024-03-12,1240.7,1240.7,1199.05,1205.7,281952
2024-03-13,1210.5,1217.85,1123.15,1150.7,644493
2024-03-14,1115.0,1154.75,1061.25,1136.4,466778
2024-03-15,1144.0,1155.15,1110.1,1120.9,312397
2024-03-18,1127.9,1198.55,1112.0,1185.15,1051926
2024-03-19,1196.0,1215.0,1175.0,1210.35,502277
2024-03-20,1219.7,1224.7,1196.4,1208.6,141016
2024-03-21,1215.0,1240.0,1215.0,1230.5,143122
2024-03-22,1239.0,1290.0,1230.0,1280.55,186874
2024-03-26,1282.7,1299.45,1278.25,1290.2,211220
2024-03-27,1299.0,1349.0,1291.5,1340.15,993870
2024-03-28,1352.0,1353.9,1285.3,1321.15,408690
2024-04-01,1338.95,1350.0,1320.0,1331.25,1152390
2024-04-02,1330.0,1339.75,1301.75,1331.65,324266
2024-04-03,1329.05,1349.0,1320.0,1337.95,838420
2024-04-04,1346.0,1384.1,1341.65,1356.1,172176
2024-04-05,1360.0,1375.0,1344.1,1365.95,103918
2024-04-08,1369.95,1395.95,1366.0,1382.35,100951
2024-04-09,1397.95,1428.95,1358.0,1394.45,195651
2024-04-10,1407.0,1430.0,1390.0,1425.7,209891
2024-04-12,1433.0,1448.0,1385.0,1398.3,406213
2024-04-15,1325.0,1398.3,1325.0,1380.3,184428
2024-04-16,1378.95,1396.0,1369.05,1386.5,103360
2024-04-18,1400.0,1425.0,1363.5,1372.95,118361
2024-04-19,1332.35,1409.0,1332.35,1403.7,154489
2024-04-22,1415.0,1440.0,1406.55,1422.7,128408
2024-04-23,1435.0,1435.0,1391.0,1398.35,218410
2024-04-24,1400.05,1454.7,1398.85,1442.5,223566
2024-04-25,1453.0,1459.0,1430.05,1438.4,221851
2024-04-26,1449.8,1465.95,1390.0,1447.25,369366
2024-04-29,1447.5,1464.8,1413.2,1457.9,194869
2024-04-30,1470.0,1511.0,1427.75,1445.2,336134
2024-05-02,1465.95,1490.0,1421.0,1424.45,172148
2024-05-03,1437.0,1444.8,1385.4,1409.0,269688
2024-05-06,1411.05,1426.05,1385.45,1400.45,298344
2024-05-07,1400.45,1417.8,1392.6,1401.25,332630
2024-05-08,1401.25,1449.8,1392.0,1414.75,138522
2024-05-09,1414.95,1428.8,1392.0,1397.7,116942
2024-05-10,1399.9,1420.0,1394.05,1412.05,79315
2024-05-13,1412.0,1428.0,1353.5,1388.7,93359
2024-05-14,1388.0,1418.0,1380.0,1412.75,121246
2024-05-15,1406.05,1420.0,1392.0,1400.95,72531
2024-05-16,1401.95,1417.7,1386.35,1394.95,118401
2024-05-17,1399.75,1430.0,1397.8,1421.2,173858
2024-05-18,1405.6,1428.9,1395.0,1404.1,28829
2024-05-21,1348.0,1378.0,1328.35,1335.2,1334726
2024-05-22,1335.0,1335.0,1211.3,1240.25,1681311
2024-05-23,1252.65,1263.8,1176.0,1201.8,1136687
2024-05-24,1210.0,1230.0,1157.4,1184.45,912430
2024-05-27,1198.4,1229.8,1182.05,1223.2,884913
2024-05-28,1224.9,1257.7,1215.8,1230.1,1784205
2024-05-29,1235.0,1238.8,1185.0,1187.4,394909
2024-05-30,1188.0,1196.55,1149.0,1159.5,432975
2024-05-31,1160.0,1215.0,1136.05,1191.85,566384
2024-06-03,1215.0,1220.85,1155.25,1166.25,436590
2024-06-04,1172.0,1184.95,1026.05,1076.8,896817
2024-06-05,1116.2,1143.9,1043.1,1122.4,836871
2024-06-06,1141.0,1197.7,1141.0,1192.1,428434
2024-06-07,1203.0,1232.0,1184.05,1227.4,541162
2024-06-10,1225.0,1227.0,1202.0,1212.6,875744
2024-06-11,1202.0,1231.0,1202.0,1226.3,791150
2024-06-12,1235.45,1246.0,1216.5,1243.2,569823
2024-06-13,1243.2,1283.0,1241.85,1277.4,308323
2024-06-14,1291.25,1375.0,1284.6,1356.2,1187900
2024-06-18,1360.0,1388.95,1353.6,1373.45,429780
2024-06-19,1375.8,1378.7,1331.65,1351.3,245238
2024-06-20,1344.6,1346.45,1296.0,1320.1,697126
2024-06-21,1327.7,1337.0,1298.0,1328.7,309502
2024-06-24,1312.55,1324.7,1298.05,1310.2,178210
2024-06-25,1312.05,1318.35,1261.1,1280.1,311080
2024-06-26,1285.7,1313.8,1283.2,1305.55,199174
2024-06-27,1310.7,1313.0,1270.05,1275.9,1112833
2024-06-28,1275.4,1310.0,1260.1,1308.3,347260
2024-07-01,1280.0,1287.35,1244.0,1270.55,1197679
2024-07-02,1280.0,1289.25,1257.0,1275.25,2331572
2024-07-03,1290.0,1290.7,1262.15,1271.95,233002
2024-07-04,1274.4,1286.3,1265.5,1270.9,255785
2024-07-05,1273.0,1287.95,1264.85,1266.75,215342
2024-07-08,1255.0,1292.2,1254.0,1258.15,355268
2024-07-09,1263.0,1268.35,1236.0,1260.75,474246
2024-07-10,1263.9,1265.95,1240.5,1252.35,294731
2024-07-11,1260.0,1270.0,1242.0,1246.8,251165
2024-07-12,1247.95,1256.75,1205.0,1212.35,278407
2024-07-15,1214.0,1223.45,1185.0,1211.45,369858
2024-07-16,1213.9,1222.15,1201.2,1208.3,95958
2024-07-18,1211.5,1214.0,1193.0,1204.1,122905
2024-07-19,1204.1,1214.4,1199.95,1204.3,544561
2024-07-22,1207.0,1211.95,1190.0,1195.7,150833
2024-07-23,1195.0,1205.0,1166.85,1176.3,222479
2024-07-24,1182.0,1210.8,1166.2,1203.95,147751
2024-07-25,1214.0,1214.0,1185.4,1205.05,166122
2024-07-26,1208.0,1215.0,1189.05,1203.95,262631
2024-07-29,1214.95,1243.0,1209.1,1228.6,564005
2024-07-30,1236.95,1255.0,1231.8,1246.2,201591
2024-07-31,1257.8,1274.3,1235.8,1241.9,434171
2024-08-01,1246.1,1253.8,1214.0,1222.0,105870
2024-08-02,1222.0,1227.95,1204.35,1210.05,99501
2024-08-05,1196.05,1196.05,1145.35,1151.75,182681
2024-08-06,1160.1,1189.9,1150.05,1183.5,238158
2024-08-07,1200.15,1203.35,1175.5,1191.5,257784
2024-08-08,1197.1,1197.1,1160.05,1173.95,140567
2024-08-09,1192.9,1192.9,1128.0,1133.6,279385
2024-08-12,1121.7,1129.25,1080.0,1081.75,559069
2024-08-13,1097.8,1109.95,1065.25,1084.95,444335
2024-08-14,1087.7,1090.95,1060.0,1065.75,367445
2024-08-16,1070.05,1134.45,1063.0,1125.75,430818
2024-08-19,1119.9,1122.2,1098.0,1106.25,355372
2024-08-20,1107.9,1111.15,1077.0,1081.65,395458
2024-08-21,1082.5,1086.5,1069.5,1079.6,329677
2024-08-22,1083.3,1085.0,1073.3,1074.7,225342
2024-08-23,1074.7,1094.25,1064.0,1075.35,731571
