date,open,high,low,close,volume
2023-12-26,789.9,799.5,785.05,793.25,94626
2023-12-27,794.0,801.65,785.35,788.0,103847
2023-12-28,787.85,818.8,785.05,790.2,301297
2023-12-29,790.0,805.0,787.55,802.2,131827
2024-01-01,802.2,816.85,799.95,804.45,314165
2024-01-02,811.85,819.95,801.2,804.55,331884
2024-01-03,802.0,812.5,801.35,806.95,135773
2024-01-04,808.0,816.0,803.25,810.35,135702
2024-01-05,819.5,830.35,811.0,814.6,356307
2024-01-08,820.0,844.0,809.05,817.4,501086
2024-01-09,821.9,828.65,814.05,820.1,205804
2024-01-10,824.0,846.0,817.0,839.9,616941
2024-01-11,860.0,944.4,853.1,880.7,7260270
2024-01-12,881.8,898.0,864.0,873.15,913955
2024-01-15,911.0,949.45,888.0,892.85,3019112
2024-01-16,896.2,896.2,870.3,880.7,409691
2024-01-17,878.0,893.8,861.4,868.0,396198
2024-01-18,860.0,874.7,838.05,849.05,320508
2024-01-19,859.0,863.95,841.6,846.3,249681
2024-01-20,850.0,855.0,837.35,841.55,147054
2024-01-23,850.0,850.15,812.85,823.35,253055
2024-01-24,819.0,833.65,812.35,822.45,145023
2024-01-25,836.0,862.8,835.0,841.65,292538
2024-01-29,847.0,851.95,835.4,838.15,119723
2024-01-30,840.0,846.95,832.1,835.35,123549
2024-01-31,838.7,850.95,820.8,828.1,226506
2024-02-01,832.0,835.65,810.0,812.65,155552
2024-02-02,824.85,828.0,806.65,808.75,126424
2024-02-05,818.0,845.25,802.05,820.85,608623
2024-02-06,824.0,843.95,811.6,831.4,136687
2024-02-07,838.0,838.0,821.55,827.8,115417
2024-02-08,834.3,930.0,828.9,893.6,5064938
2024-02-09,898.85,909.0,851.0,854.9,744716
2024-02-12,863.4,866.25,834.0,846.8,237863
2024-02-13,846.8,869.4,826.5,844.35,494832
2024-02-14,840.0,845.55,832.0,838.6,101714
2024-02-15,843.75,868.55,841.15,854.4,392759
2024-02-16,861.5,873.95,851.4,855.55,219860
2024-02-19,855.55,895.25,851.7,878.45,488968
2024-02-20,889.0,920.0,875.1,900.3,718681
2024-02-21,907.0,938.95,897.0,900.35,1201692
2024-02-22,904.7,908.95,893.55,902.55,318748
2024-02-23,904.9,951.75,902.65,926.7,1475804
2024-02-26,926.65,947.0,922.7,927.75,375199
2024-02-27,928.0,928.95,914.05,918.15,172030
2024-02-28,913.05,961.0,911.0,924.2,1106161
2024-02-29,925.05,932.9,914.05,923.4,233065
2024-03-01,936.35,936.35,920.05,924.1,170157
2024-03-02,924.95,936.0,918.2,922.9,31446
2024-03-04,925.0,935.0,915.7,919.1,254652
2024-03-05,918.7,918.7,901.0,902.5,167661
