symbol,days_of_data,date_from,date_to,avg_volume,avg_close
ELGIEQUIP,337,2023-12-26,2025-05-06,502820.4065281899,604.5473293768542
HDFCAMC,337,2023-12-26,2025-05-06,493727.3026706231,3997.8998516320517
RAYMOND,337,2023-12-26,2025-05-06,491148.7418397626,1813.058011869437
NH,337,2023-12-26,2025-05-06,488519.13056379824,1325.049703264095
COROMANDEL,337,2023-12-26,2025-05-06,486985.5014836795,1562.8201780415425
BAJAJ-AUTO,337,2023-12-26,2025-05-06,485030.57270029676,9031.598367952518
KAYNES,337,2023-12-26,2025-05-06,484648.11275964393,4370.731454005933
BIKAJI,337,2023-12-26,2025-05-06,480031.1513353116,687.8735905044512
DIXON,337,2023-12-26,2025-05-06,471653.7121661721,11977.347922848667
IPCALAB,337,2023-12-26,2025-05-06,466979.69139465876,1360.448813056379
JUBLPHARMA,337,2023-12-26,2025-05-06,465045.0118694362,854.985608308606
LTIM,337,2023-12-26,2025-05-06,462825.1246290801,5465.265875370918
FINCABLES,337,2023-12-26,2025-05-06,456707.70326409495,1162.3458456973283
GODREJIND,337,2023-12-26,2025-05-06,456641.9347181009,954.9756676557872
NEWGEN,337,2023-12-26,2025-05-06,454686.3501483679,1042.346587537092
AMBER,337,2023-12-26,2025-05-06,453970.0059347181,5014.824035608308
COLPAL,337,2023-12-26,2025-05-06,453339.05637982197,2853.8293768545996
KPIL,337,2023-12-26,2025-05-06,441657.0,1117.466765578636
BRIGADE,337,2023-12-26,2025-05-06,435828.55192878336,1123.61706231454
MEDANTA,337,2023-12-26,2025-05-06,423776.4362017804,1180.5866468842733
ABB,337,2023-12-26,2025-05-06,422867.09792284865,6658.797922848659
INOXINDIA,337,2023-12-26,2025-05-06,421370.409495549,1132.0344213649848
ACC,337,2023-12-26,2025-05-06,417004.7477744807,2313.387982195845
MAHSEAMLES,337,2023-12-26,2025-05-06,414918.08308605343,734.7367952522258
APOLLOHOSP,337,2023-12-26,2025-05-06,411590.61424332345,6554.330415430269
CAMS,337,2023-12-26,2025-05-06,410191.52522255195,3797.044658753707
KEI,337,2023-12-26,2025-05-06,407879.4807121662,3839.3626112759657
DALBHARAT,337,2023-12-26,2025-05-06,407837.79525222554,1886.4350148367953
SUVENPHAR,337,2023-12-26,2025-05-06,407736.0118694362,953.9207715133535
HOMEFIRST,337,2023-12-26,2025-05-06,405446.4807121662,1016.198961424333
ACE,337,2023-12-26,2025-05-06,401262.9228486647,1294.4468842729966
PIDILITIND,337,2023-12-26,2025-05-06,400753.3471810089,2965.374332344215
RHIM,337,2023-12-26,2025-05-06,400029.65578635014,579.8991097922848
ABSLAMC,337,2023-12-26,2025-05-06,395087.1988130564,642.8212166172106
VTL,337,2023-12-26,2025-05-06,393470.0445103858,459.9864985163206
BRITANNIA,337,2023-12-26,2025-05-06,377005.94955489616,5244.712759643921
AFFLE,337,2023-12-26,2025-05-06,376749.0415430267,1413.1476261127596
SOBHA,337,2023-12-26,2025-05-06,375729.4213649852,1546.5765578635014
ABREL,337,2023-12-26,2025-05-06,371512.881305638,2098.2179525222546
KPRMILL,337,2023-12-26,2025-05-06,362778.3768545994,880.5818991097922
GRAVITA,337,2023-12-26,2025-05-06,355693.6379821958,1635.0402077151336
ULTRACEMCO,337,2023-12-26,2025-05-06,351742.5192878338,10854.113353115723
DEEPAKNTR,337,2023-12-26,2025-05-06,348359.6172106825,2447.4909495548964
BATAINDIA,337,2023-12-26,2025-05-06,345229.8189910979,1392.6099406528194
CHALET,337,2023-12-26,2025-05-06,345087.91691394657,824.3559347181011
GLAND,337,2023-12-26,2025-05-06,344493.1839762611,1770.884421364985
KIRLOSENG,337,2023-12-26,2025-05-06,333776.82195845695,1000.439169139466
PIIND,337,2023-12-26,2025-05-06,333554.3293768546,3822.4283382789295
SCHNEIDER,337,2023-12-26,2025-05-06,331049.4243323442,714.6761127596434
CCL,337,2023-12-26,2025-05-06,323248.90207715135,641.2977744807121
GODREJAGRO,337,2023-12-26,2025-05-06,322806.2106824926,680.3568249258162
AAVAS,337,2023-12-26,2025-05-06,318713.6587537092,1680.383531157268
TORNTPHARM,337,2023-12-26,2025-05-06,316947.79228486645,3008.599258160238
WHIRLPOOL,337,2023-12-26,2025-05-06,304128.4391691395,1608.7811572700298
GVT&D,337,2023-12-26,2025-05-06,297760.46884273,1420.009347181009
NAUKRI,337,2023-12-26,2025-05-06,296398.82789317507,6823.934124629074
BALKRISIND,337,2023-12-26,2025-05-06,295206.86943620176,2733.8724035608298
TIINDIA,337,2023-12-26,2025-05-06,294891.6528189911,3644.395845697331
TECHNOE,337,2023-12-26,2025-05-06,294642.2878338279,1216.1287833827892
OFSS,337,2023-12-26,2025-05-06,286006.8783382789,9204.70133531157
UBL,337,2023-12-26,2025-05-06,276492.590504451,1956.5891691394654
CHOLAHLDNG,337,2023-12-26,2025-05-06,273833.0,1442.450741839762
KAJARIACER,337,2023-12-26,2025-05-06,270363.0712166172,1207.9513353115735
RADICO,337,2023-12-26,2025-05-06,268185.3175074184,1977.0759643916913
CENTURYPLY,337,2023-12-26,2025-05-06,263301.52522255195,746.2430267062315
INDIAMART,337,2023-12-26,2025-05-06,262831.20771513355,2531.394807121663
APLLTD,337,2023-12-26,2025-05-06,262346.118694362,993.6323442136509
ESCORTS,337,2023-12-26,2025-05-06,250962.14540059346,3437.9089020771517
MANYAVAR,337,2023-12-26,2025-05-06,248442.92581602375,1086.2406528189908
UTIAMC,337,2023-12-26,2025-05-06,244120.75074183976,1038.0605341246298
LALPATHLAB,337,2023-12-26,2025-05-06,237809.77744807123,2772.714836795252
RAINBOW,337,2023-12-26,2025-05-06,236353.9169139466,1348.8351632047481
NETWEB,337,2023-12-26,2025-05-06,234346.90801186944,2073.708753709199
NAVINFLUOR,337,2023-12-26,2025-05-06,234078.19584569734,3535.787091988128
RRKABEL,337,2023-12-26,2025-05-06,233204.70919881307,1469.9332344213663
ASAHIINDIA,337,2023-12-26,2025-05-06,230454.76261127598,640.5700296735905
CEATLTD,337,2023-12-26,2025-05-06,225339.09495548962,2764.4394658753677
ALKEM,337,2023-12-26,2025-05-06,224824.54302670623,5282.448813056381
EMCURE,203,2024-07-10,2025-05-06,224316.57142857142,1274.8652709359608
METROPOLIS,337,2023-12-26,2025-05-06,221482.3115727003,1884.0637982195842
TBOTEK,242,2024-05-15,2025-05-06,220062.27272727274,1570.948966942149
JBCHEPHARM,337,2023-12-26,2025-05-06,217269.7418397626,1752.1244807121668
TATAELXSI,337,2023-12-26,2025-05-06,211409.00890207716,7018.432789317506
ERIS,337,2023-12-26,2025-05-06,207738.56379821958,1151.392878338279
GLAXO,337,2023-12-26,2025-05-06,205664.43323442136,2427.703264094956
SUPREMEIND,337,2023-12-26,2025-05-06,205155.51928783383,4584.186795252227
CAPLIPOINT,337,2023-12-26,2025-05-06,201934.41543026705,1742.5520771513354
GODFRYPHLP,337,2023-12-26,2025-05-06,199664.93175074185,4793.161869436202
ROUTE,337,2023-12-26,2025-05-06,193138.40356083086,1446.9100890207728
CARBORUNIV,337,2023-12-26,2025-05-06,190674.4005934718,1319.1020771513352
KIRLOSBROS,337,2023-12-26,2025-05-06,189292.80712166172,1669.0534124629085
SUNDARMFIN,337,2023-12-26,2025-05-06,184915.60830860535,4442.668991097923
MAPMYINDIA,337,2023-12-26,2025-05-06,184690.765578635,1912.8649851632065
BBTC,337,2023-12-26,2025-05-06,182268.23145400593,2013.5164688427292
ALIVUS,337,2023-12-26,2025-05-06,177216.88130563797,956.7231454005934
MASTEK,337,2023-12-26,2025-05-06,174562.6350148368,2710.2341246290803
LTTS,337,2023-12-26,2025-05-06,173000.02077151334,5082.6793768545995
CONCORDBIO,337,2023-12-26,2025-05-06,168387.51632047477,1725.29762611276
DOMS,337,2023-12-26,2025-05-06,167159.9703264095,2261.8888724035614
RAYMONDLSL,164,2024-09-05,2025-05-06,163102.48780487804,1753.0789634146336
ANANDRATHI,337,2023-12-26,2025-05-06,159522.95548961425,1877.3293768545998
CLEAN,337,2023-12-26,2025-05-06,158445.353115727,1403.2489614243323
WESTLIFE,337,2023-12-26,2025-05-06,157126.17210682493,796.9541543026713
THERMAX,337,2023-12-26,2025-05-06,156494.74777448073,4235.84376854599
AJANTPHARM,337,2023-12-26,2025-05-06,152443.51038575667,2601.9961424332314
POLYMED,337,2023-12-26,2025-05-06,149921.85459940654,2096.781454005936
FLUOROCHEM,337,2023-12-26,2025-05-06,148375.47477744808,3689.084866468841
ENDURANCE,337,2023-12-26,2025-05-06,145373.706231454,2161.5326409495538
APARINDS,337,2023-12-26,2025-05-06,145281.97922848666,7818.028931750742
SUNDRMFAST,337,2023-12-26,2025-05-06,141754.64391691395,1173.680860534125
JKCEMENT,337,2023-12-26,2025-05-06,139390.11869436203,4389.949851632049
SOLARINDS,337,2023-12-26,2025-05-06,130408.61424332345,9627.374183976266
TIMKEN,337,2023-12-26,2025-05-06,123422.69732937685,3300.511869436199
NUVAMA,337,2023-12-26,2025-05-06,118141.6765578635,5504.798219584571
DCMSHRIRAM,337,2023-12-26,2025-05-06,113812.27299703265,1040.222848664688
SCHAEFFLER,337,2023-12-26,2025-05-06,106061.93471810089,3560.579673590503
TATAINVEST,337,2023-12-26,2025-05-06,102984.20474777448,6371.409198813056
ECLERX,337,2023-12-26,2025-05-06,100598.78635014837,2750.0827893175074
AIIL,257,2024-04-23,2025-05-06,91268.63424124513,1475.1151750972772
ALKYLAMINE,337,2023-12-26,2025-05-06,88394.46587537092,2019.4569732937684
LINDEINDIA,337,2023-12-26,2025-05-06,88096.79821958457,6989.886053412458
POWERINDIA,337,2023-12-26,2025-05-06,86310.03560830861,10894.987388724034
AIAENG,337,2023-12-26,2025-05-06,75996.93471810089,3791.0502967359016
ATUL,337,2023-12-26,2025-05-06,73037.91988130564,6669.049703264096
CRAFTSMAN,337,2023-12-26,2025-05-06,64471.780415430265,4914.882492581608
CRISIL,337,2023-12-26,2025-05-06,62115.940652818994,4709.037091988129
BAJAJHLDNG,337,2023-12-26,2025-05-06,58706.15430267062,9887.852670623144
SKFINDIA,337,2023-12-26,2025-05-06,54574.41246290801,4825.732344213653
NEULANDLAB,337,2023-12-26,2025-05-06,46914.24332344213,10302.692729970326
BASF,337,2023-12-26,2025-05-06,46876.857566765575,4992.035608308606
GILLETTE,337,2023-12-26,2025-05-06,46380.42729970327,7949.568100890215
ASTRAZEN,337,2023-12-26,2025-05-06,45012.25222551929,6662.92640949555
PFIZER,337,2023-12-26,2025-05-06,39628.93175074184,4790.0686943620185
SHREECEM,337,2023-12-26,2025-05-06,38575.46587537092,26624.923887240373
BOSCHLTD,337,2023-12-26,2025-05-06,35724.45994065282,30860.47967359051
BAYERCROP,337,2023-12-26,2025-05-06,33516.09198813057,5731.441839762611
BLUEDART,337,2023-12-26,2025-05-06,29732.86053412463,7081.093026706235
PAGEIND,337,2023-12-26,2025-05-06,27894.66765578635,40854.047032640934
ZFCVINDIA,337,2023-12-26,2025-05-06,25107.127596439168,14158.124332344218
CERA,337,2023-12-26,2025-05-06,24587.086053412462,7446.7651335311575
PTCIL,337,2023-12-26,2025-05-06,16486.952522255193,11510.932344213652
ABBOTINDIA,337,2023-12-26,2025-05-06,14864.290801186944,28015.138872403546
MRF,337,2023-12-26,2025-05-06,8722.902077151335,128479.91483679526
HONAUT,337,2023-12-26,2025-05-06,7505.976261127596,43503.926706231476
3MINDIA,337,2023-12-26,2025-05-06,7026.706231454006,32374.962462908017
